"type","id","title","description","recipe_type","item_type","category","ingredients","rewards","recipes_used_in","recipes_created_by","keywords","wiki_path"
"item","blanketbox","Blanket Box","A box used for storing blankets.",,"","","","","","","blanket; blanketbox; blankets; box; for; storing; used","items/blanketbox.md"
"item","fertilizerbless","Blessed Fertilizer","Sacred fertilizer imbued with spiritual blessings, known to enhance crop yield.",,"","","","","","","blessed; blessings; crop; enhance; fertilizer; fertilizerbless; imbued; known; sacred; spiritual; to; with; yield","items/fertilizerbless.md"
"item","Blood_Flower","Blood Flower","A type of flower with red petals.",,"","","","","","","blood; flower; of; petals; red; type; with","items/blood_flower.md"
"item","Blood_Flower_Seed","Blood Flower Seed","A seed that can be planted to grow blood flowers.",,"","","","","","","be; blood; can; flower; flowers; grow; planted; seed; that; to","items/blood_flower_seed.md"
"item","bluejay_c","Blue jay","A colorful bird known as blue jay.",,"","","","","","","as; bird; blue; bluejay; colorful; jay; known","items/bluejay_c.md"
"item","blueberry","Blueberry","A small sweet fruit with a bluish color.",,"","","","","blueberry_pie","","blueberry; blueberrypie; bluish; color; consumable; fruit; pie; small; sweet; with","items/blueberry.md"
"item","consumable_blueberrypie","Blueberry Pie","A delicious pie made with blueberries.",,"","","","","","blueberry_pie","blueberries; blueberry; blueberrypie; consumable; delicious; made; pie; with","items/consumable_blueberrypie.md"
"item","boaskin","Boa Snake pelt","A snake skin obtained from a boa.",,"","","","","","","boa; boaskin; from; obtained; pelt; skin; snake","items/boaskin.md"
"item","provision_hrlm_brush_boar","Boar bristle Brush","A beautifully made boar bristle brush.",,"","","","","","","beautifully; boar; bristle; brush; hrlm; made; provision","items/provision_hrlm_brush_boar.md"
"item","boars","Boar pelt","A pelt obtained from a boar.",,"","","","","","","boar; boars; from; obtained; pelt","items/boars.md"
"item","boarmusk","Boar tusk","A large tusk obtained from a boar.",,"","","","","","","boar; boarmusk; from; large; obtained; tusk","items/boarmusk.md"
"item","boiledegg","Boiled Egg","An egg cooked by boiling.",,"","","","","","","an; boiled; boiledegg; boiling; by; cooked; egg","items/boiledegg.md"
"item","ammobolahawk","Bola Ammo Hawk","A projectile consisting of weights attached to ropes, used to immobilize targets.",,"","","","","","","ammo; ammobolahawk; attached; bola; consisting; hawk; immobilize; of; projectile; ropes; targets; to; used; weights","items/ammobolahawk.md"
"item","ammobolainterwired","Bola Ammo Interwired","A reinforced bola ammunition with interwoven materials, providing enhanced durability.",,"","","","","","","ammo; ammobolainterwired; ammunition; bola; durability; enhanced; interwired; interwoven; materials; providing; reinforced; with","items/ammobolainterwired.md"
"item","ammobolaironspiked","Bola Ammo Ironspiked","A bola ammunition featuring iron spikes, inflicting additional damage to immobilized targets.",,"","","","","","","additional; ammo; ammobolaironspiked; ammunition; bola; damage; featuring; immobilized; inflicting; iron; ironspiked; spikes; targets; to","items/ammobolaironspiked.md"
"item","ammobolla","Bolla Ammo","A weighted throwing weapon used to ensnare and immobilize targets.",,"","","","","","","ammo; ammobolla; and; bolla; ensnare; immobilize; targets; throwing; to; used; weapon; weighted","items/ammobolla.md"
"item","bolts","Bolts","Metal bolts often used in construction.",,"","","","","","","bolts; construction; in; metal; often; used","items/bolts.md"
"item","provision_db_finger_bone","Bone","A small bone possibly from a finger.",,"","","","","","","bone; db; finger; from; possibly; provision; small","items/provision_db_finger_bone.md"
"item","provision_arrowhead_bone","Bone Arrowhead","A serrated arrowhead made from animal bone.",,"","","","","","","animal; arrowhead; bone; from; made; provision; serrated","items/provision_arrowhead_bone.md"
"item","provision_jewelry_pearl_ring","Bonnard Pearl Ring","A valuable pearl set into a white gold band.",,"","","","","","","band; bonnard; gold; into; jewelry; pearl; provision; ring; set; valuable; white","items/provision_jewelry_pearl_ring.md"
"item","book","Book","A written or printed work consisting of pages.",,"","","","","","","book; consisting; of; or; pages; printed; work; written","items/book.md"
"item","provision_jewelry_emerald_ring","Bosque Emerald Ring","A gold band with an extravagant bezel set Columbian emerald.",,"","","","","","","an; band; bezel; bosque; columbian; emerald; extravagant; gold; jewelry; provision; ring; set; with","items/provision_jewelry_emerald_ring.md"
"item","bcandle","Bottle Candle","A candle made from a glass bottle.",,"","","","","","","bcandle; bottle; candle; from; glass; made","items/bcandle.md"
"item","bountylicns","Bounty Hunter License","A license granting permission to be a bounty hunter.",,"","","","","","","be; bounty; bountylicns; granting; hunter; license; permission; to","items/bountylicns.md"
"item","bouquet","Bouquet","A collection of flowers arranged in an artistic way.",,"","","","","","","an; arranged; artistic; bouquet; collection; flowers; in; of; way","items/bouquet.md"
"item","cordbow","Bow Cord","Cord used for making a bow.",,"","","","","","","bow; cord; cordbow; for; making; used","items/cordbow.md"
"item","provision_hrlm_comb_boxwood","Boxwood Comb","A finley made boxwood comb.",,"","","","","","","boxwood; comb; finley; hrlm; made; provision","items/provision_hrlm_comb_boxwood.md"
"item","collector_fossil_brachiopod","Brachiopod Fossil","A common Brachiopod fossil with some chips and scrapes.",,"","","","","","","and; brachiopod; chips; collector; common; fossil; scrapes; some; with","items/collector_fossil_brachiopod.md"
"item","unique_brad_horsesugar","Brad Horse Sugar","Sugar used for horses owned by Brad.",,"","","","","","","brad; by; for; horse; horses; horsesugar; owned; sugar; unique; used","items/unique_brad_horsesugar.md"
"item","provision_bra_shield","Brass Shield","An old brass shield. Probably valuable.",,"","","","","","","an; bra; brass; old; probably; provision; shield; valuable","items/provision_bra_shield.md"
"item","provision_jewelry_porcelain_necklace","Braxton Amethyst Necklace","A fashionable necklace with a porcelain hand painted miniature.",,"","","","","","","amethyst; braxton; fashionable; hand; jewelry; miniature; necklace; painted; porcelain; provision; with","items/provision_jewelry_porcelain_necklace.md"
"item","p_baitBread01x","Bread Bait","A piece of bread used as bait for fishing.",,"","","","","","","as; bait; baitbread01x; bread; fishing; for; of; piece; used","items/p_baitbread01x.md"
"item","consumable_breakfast","Breakfast","A hearty breakfast meal.",,"","","","","","breakfast","breakfast; consumable; hearty; meal","items/consumable_breakfast.md"
"item","mp001_p_mp_still02x","Brennerei","A large still used for distilling alcoholic beverages",,"","","","","","","alcoholic; beverages; brennerei; distilling; for; large; mp; mp001; still; still02x; used","items/mp001_p_mp_still02x.md"
"item","brokenpearlnecklace","Broken Pearl Necklace","A broken pearl necklace.",,"","","","","","","broken; brokenpearlnecklace; necklace; pearl","items/brokenpearlnecklace.md"
"item","collector_fossil_brow_horn","Brow Horn Fossil","A rare fossilized brow horn, believed to have belonged to a Triceratops.",,"","","","","","","believed; belonged; brow; collector; fossil; fossilized; have; horn; rare; to; triceratops","items/collector_fossil_brow_horn.md"
"item","bmdresser","brown mirror dresser","A dresser with a brown mirror.",,"","","","","","","bmdresser; brown; dresser; mirror; with","items/bmdresser.md"
"item","bwdresser","brown wood dresser","A dresser made of brown wood.",,"","","","","","","brown; bwdresser; dresser; made; of; wood","items/bwdresser.md"
"item","buckantler","Buck Antlers","Antlers obtained from a buck.",,"","","","","","","antlers; buck; buckantler; from; obtained","items/buckantler.md"
"item","bucks","Buck skin","A pelt obtained from a buck.",,"","","","","","","buck; bucks; from; obtained; pelt; skin","items/bucks.md"
"item","bullhorn","Bull horn","A horn obtained from a bull.",,"","","","","","","bull; bullhorn; from; horn; obtained","items/bullhorn.md"
"item","bulls","Bull pelt","A pelt obtained from a bull.",,"","","","","","","bull; bulls; from; obtained; pelt","items/bulls.md"
"item","Bulrush","Bulrush","A type of tall wetland plant.",,"","","","","","","bulrush; of; plant; tall; type; wetland","items/bulrush.md"
